police_force,Local authority,Ofsted region,Provision type,Sector,Places,Organisation which owns the provider
Merseyside,liverpool,North West,children's home,Private,3.0,Horizon Care and Education Group Limited
Merseyside,liverpool,North West,children's home,Private,3.0,Idem Living Ltd
Merseyside,liverpool,North West,children's home,Private,3.0,Keys Group Progressive Care & Education Limited
Merseyside,liverpool,North West,children's home,Private,4.0,Keys Group Progressive Care & Education Limited
Merseyside,liverpool,North West,children's home,Private,2.0,Keys Group Progressive Care & Education Limited
Merseyside,liverpool,North West,children's home,Local Authority,7.0,Liverpool City Council
Merseyside,liverpool,North West,children's home,Voluntary,1.0,New Start
Merseyside,liverpool,North West,children's home,Private,6.0,Quality Protects Children Ltd
Merseyside,liverpool,North West,children's home,Private,2.0,Supporting Futures Limited
Merseyside,liverpool,North West,children's home,Private,4.0,Supporting Futures Limited
Merseyside,liverpool,North West,children's home,Private,1.0,Tab Care and Support Ltd
Merseyside,liverpool,North West,children's home,Private,3.0,Tab Care and Support Ltd
Merseyside,liverpool,North West,children's home,Private,4.0,The Partnership Of Care Today
Merseyside,liverpool,North West,children's home,Private,3.0,The Partnership Of Care Today
Merseyside,liverpool,North West,children's home,Private,2.0,Tressell Homes Ltd
Merseyside,liverpool,North West,children's home,Private,4.0,
Merseyside,sefton,North West,children's home,Private,3.0,After Care Nw Limited
Merseyside,sefton,North West,children's home,Private,3.0,After Care Nw Limited
Merseyside,sefton,North West,children's home,Private,2.0,After Care Nw Limited
Merseyside,sefton,North West,children's home,Private,2.0,After Care Nw Limited
Merseyside,sefton,North West,children's home,Private,3.0,After Care Nw Limited
Merseyside,sefton,North West,children's home,Private,4.0,After Care Nw Limited
Merseyside,sefton,North West,children's home,Voluntary,7.0,Autism Initiatives (UK)
Merseyside,sefton,North West,children's home,Private,4.0,Exceptional Care Ltd
Merseyside,sefton,North West,children's home,Private,4.0,Family Care Associates Limited
Merseyside,sefton,North West,children's home,Private,4.0,Hexagon Care Services Limited
Merseyside,sefton,North West,children's home,Private,2.0,Independent Living Services (North West) Limited
Merseyside,sefton,North West,children's home,Private,4.0,Independent Living Services (North West) Limited
Merseyside,sefton,North West,children's home,Private,7.0,Mr Jim Buchanan & Mrs Ivy Thompson
Merseyside,sefton,North West,children's home,Private,5.0,New Horizons (nw) ltd
Merseyside,sefton,North West,children's home,Voluntary,19.0,Nugent Care 2019
Merseyside,sefton,North West,children's home,Private,1.0,Omega Care Group Ltd
Merseyside,sefton,North West,children's home,Private,2.0,PIC Children's Services Limited
Merseyside,sefton,North West,children's home,Private,2.0,Pelican Care Group Ltd
Merseyside,sefton,North West,children's home,Private,2.0,Pelican Care Group Ltd
Merseyside,sefton,North West,children's home,Private,2.0,Progressive Futures Care Limited
Merseyside,sefton,North West,children's home,Private,3.0,Progressive Futures Care Limited
Merseyside,sefton,North West,children's home,Local Authority,5.0,Sefton Metropolitan Borough Council
Merseyside,sefton,North West,children's home,Local Authority,2.0,Sefton Metropolitan Borough Council
Merseyside,sefton,North West,children's home,Private,4.0,Teen-Works Care Ltd
Merseyside,sefton,North West,children's home,Private,3.0,Teen-Works Care Ltd
Merseyside,sefton,North West,children's home,Private,3.0,Teen-Works Care Ltd
Merseyside,sefton,North West,children's home,Private,6.0,Witherslack Group Ltd
Merseyside,st helens,North West,children's home,Private,1.0,2nd Nurture Ltd
Merseyside,st helens,North West,children's home,Private,1.0,2nd Nurture Ltd
Merseyside,st helens,North West,children's home,Private,4.0,Building Bridges Care Homes Ltd
Merseyside,st helens,North West,children's home,Private,5.0,Building Bridges Care Homes Ltd
Merseyside,st helens,North West,children's home,Private,5.0,Building Bridges Care Homes Ltd
Merseyside,st helens,North West,children's home,Private,1.0,Cambian Childcare Ltd
Merseyside,st helens,North West,children's home,Private,1.0,Cambian Childcare Ltd
Merseyside,st helens,North West,children's home,Private,3.0,Continuum Support - Care Services Ltd
Merseyside,st helens,North West,children's home,Private,1.0,Crossway Services Limited
Merseyside,st helens,North West,children's home,Private,1.0,Crossway Services Limited
Merseyside,st helens,North West,children's home,Private,1.0,Crossway Services Limited
Merseyside,st helens,North West,children's home,Private,1.0,Crossway Services Limited
Merseyside,st helens,North West,children's home,Private,1.0,Crossway Services Limited
Merseyside,st helens,North West,children's home,Private,1.0,Crossway Services Limited
Merseyside,st helens,North West,children's home,Private,5.0,Essandore Limited
Merseyside,st helens,North West,children's home,Private,4.0,Exceptional Care Ltd
Merseyside,st helens,North West,children's home,Private,3.0,Inspire Childrens Services
Merseyside,st helens,North West,children's home,Private,2.0,Inspire Childrens Services
Merseyside,st helens,North West,children's home,Private,2.0,Inspire Childrens Services
Merseyside,st helens,North West,children's home,Private,2.0,Inspire Childrens Services
Merseyside,st helens,North West,children's home,Private,2.0,Inspire Childrens Services
Merseyside,st helens,North West,children's home,Private,3.0,New Roots Children's Services
Merseyside,st helens,North West,children's home,Voluntary,3.0,Nugent Care 2019
Merseyside,st helens,North West,children's home,Private,1.0,PIC Children's Services Limited
Merseyside,st helens,North West,children's home,Private,1.0,PIC Children's Services Limited
Merseyside,st helens,North West,children's home,Private,1.0,PIC Children's Services Limited
Merseyside,st helens,North West,children's home,Private,1.0,PIC Children's Services Limited
Merseyside,st helens,North West,children's home,Private,1.0,PIC Children's Services Limited
